time_s,wrist_height_m
1.5166666666666666,0.973793236883495
1.5333333333333332,0.9889180186244959
1.55,1.0073716893060525
1.5666666666666667,1.0288632235178279
1.5833333333333333,1.0530536869268816
1.6,1.0795615814745712
1.6166666666666667,1.1079688618288304
1.6333333333333333,1.137827528208786
1.65,1.1686666916089234
1.6666666666666667,1.1999999999999997
1.6833333333333333,1.2313333083910758
1.7,1.2621724717912137
1.7166666666666666,1.2920311381711693
1.7333333333333334,1.3204384185254288
1.75,1.346946313073118
1.7666666666666666,1.3711367764821718
1.7833333333333332,1.392628310693947
1.8,1.4110819813755036
1.8166666666666667,1.4262067631165047
1.8333333333333333,1.4377641290737884
1.8499999999999999,1.4455718126821722
1.8666666666666667,1.449506682107068
1.8833333333333333,1.449506682107068
1.9,1.4455718126821722
1.9166666666666667,1.4377641290737884
1.9333333333333333,1.426206763116505
1.95,1.4110819813755038
1.9666666666666666,1.3926283106939474
1.9833333333333334,1.371136776482172
2.0,1.3469463130731183
2.0166666666666666,1.320438418525429
2.033333333333333,1.29203113817117
2.05,1.2621724717912144
2.0666666666666664,1.2313333083910765
2.0833333333333335,1.1999999999999997
2.1,1.168666691608924
2.1166666666666667,1.1378275282087864
2.1333333333333333,1.1079688618288304
2.15,1.0795615814745712
2.1666666666666665,1.0530536869268818
2.183333333333333,1.028863223517828
2.2,1.0073716893060525
2.216666666666667,0.9889180186244961
2.2333333333333334,0.9737932368834951
2.25,0.9622358709262115
2.2666666666666666,0.9544281873178279
2.283333333333333,0.9504933178929321
2.3,0.950493317892932
2.3166666666666664,0.9544281873178276
2.3333333333333335,0.9622358709262115
2.35,0.973793236883495
2.3666666666666667,0.9889180186244959
2.3833333333333333,1.0073716893060527
2.4,1.0288632235178279
2.4166666666666665,1.0530536869268816
2.433333333333333,1.0795615814745707
2.45,1.1079688618288308
2.466666666666667,1.1378275282087864
2.4833333333333334,1.168666691608924
2.5,1.1999999999999997
2.5166666666666666,1.2313333083910756
2.533333333333333,1.262172471791213
2.55,1.2920311381711689
2.5666666666666664,1.3204384185254279
2.5833333333333335,1.346946313073118
2.6,1.3711367764821718
2.6166666666666667,1.392628310693947
2.6333333333333333,1.4110819813755038
2.65,1.4262067631165047
2.6666666666666665,1.4377641290737884
2.683333333333333,1.445571812682172
2.7,1.449506682107068
2.716666666666667,1.449506682107068
2.7333333333333334,1.4455718126821722
2.75,1.4377641290737884
2.7666666666666666,1.426206763116505
2.783333333333333,1.411081981375504
2.8,1.3926283106939477
2.8166666666666664,1.3711367764821727
2.8333333333333335,1.3469463130731185
2.85,1.3204384185254292
2.8666666666666667,1.29203113817117
2.8833333333333333,1.2621724717912135
2.9,1.231333308391076
2.9166666666666665,1.2000000000000002
2.933333333333333,1.1686666916089243
2.95,1.137827528208786
2.966666666666667,1.1079688618288304
2.9833333333333334,1.0795615814745712
