visual_sample_index,visual_time_s,imu_nearest_sample_index,imu_nearest_time_s,timing_error_s,timing_error_ms,abs_timing_error_ms,imu_sample_reuse_count,VIS__time_s,VIS__wrist_height_m,IMU__time_s,IMU__gyro_y_deg_s,IMU__gyro_y_filtered
39,0.65,32,0.64,-0.010000000000000009,-10.000000000000009,10.000000000000009,2,0.65,0.9544281873178277,0.64,-0.9571628791489378,-0.9606997838644115
40,0.6666666666666666,33,0.66,-0.006666666666666599,-6.666666666666599,6.666666666666599,1,0.6666666666666666,0.9622358709262115,0.66,-0.9747507045625602,-0.9738415589194578
41,0.6833333333333333,34,0.68,-0.0033333333333332993,-3.3333333333332993,3.3333333333332993,1,0.6833333333333333,0.9737932368834951,0.68,-0.9617299969153303,-0.9572188277796569
42,0.7,35,0.7000000000000001,1.1102230246251565e-16,1.1102230246251565e-13,1.1102230246251565e-13,1,0.7,0.9889180186244961,0.7000000000000001,-0.8847787752207624,-0.8808535190354928
43,0.7166666666666667,36,0.72,0.0033333333333332993,3.3333333333332993,3.3333333333332993,1,0.7166666666666667,1.0073716893060525,0.72,-0.7511118547596383,-0.7514165107261133
44,0.7333333333333333,37,0.74,0.00666666666666671,6.66666666666671,6.66666666666671,2,0.7333333333333333,1.0288632235178277,0.74,-0.6032406275672512,-0.607492379040746
45,0.75,37,0.74,-0.010000000000000009,-10.000000000000009,10.000000000000009,2,0.75,1.0530536869268816,0.74,-0.6032406275672512,-0.607492379040746
46,0.7666666666666666,38,0.76,-0.006666666666666599,-6.666666666666599,6.666666666666599,1,0.7666666666666666,1.079561581474571,0.76,-0.48135929595910276,-0.4856110185516006
47,0.7833333333333333,39,0.78,-0.0033333333333332993,-3.3333333333332993,3.3333333333332993,1,0.7833333333333333,1.1079688618288306,0.78,-0.38823414086073665,-0.38853867017463584
48,0.8,40,0.8,0.0,0.0,0.0,1,0.8,1.1378275282087864,0.8,-0.2891407368836018,-0.28521530642604814
49,0.8166666666666667,41,0.8200000000000001,0.0033333333333334103,3.3333333333334103,3.3333333333334103,1,0.8166666666666667,1.168666691608924,0.8200000000000001,-0.14685053914562768,-0.14233944872165039
50,0.8333333333333334,42,0.84,0.006666666666666599,6.666666666666599,6.666666666666599,2,0.8333333333333334,1.2,0.84,0.040875252450482326,0.04178388836934292
51,0.85,42,0.84,-0.010000000000000009,-10.000000000000009,10.000000000000009,2,0.85,1.231333308391076,0.84,0.040875252450482326,0.04178388836934292
52,0.8666666666666667,43,0.86,-0.00666666666666671,-6.66666666666671,6.66666666666671,1,0.8666666666666667,1.2621724717912137,0.86,0.23615841188547712,0.23262111886104458
53,0.8833333333333333,44,0.88,-0.0033333333333332993,-3.3333333333332993,3.3333333333332993,1,0.8833333333333333,1.2920311381711693,0.88,0.3930720812309487,0.38837330764139755
54,0.9,45,0.9,0.0,0.0,0.0,1,0.9,1.3204384185254288,0.9,0.4972045238204623,0.4957068384412224
55,0.9166666666666666,46,0.92,0.0033333333333334103,3.3333333333334103,3.3333333333334103,1,0.9166666666666666,1.346946313073118,0.92,0.5760590982071709,0.5791520100994556
56,0.9333333333333333,47,0.9400000000000001,0.00666666666666671,6.66666666666671,6.66666666666671,2,0.9333333333333333,1.371136776482172,0.9400000000000001,0.6707032898221833,0.6755136282602953
57,0.95,47,0.9400000000000001,-0.009999999999999898,-9.999999999999897,9.999999999999897,2,0.95,1.3926283106939472,0.9400000000000001,0.6707032898221833,0.6755136282602953
58,0.9666666666666667,48,0.96,-0.00666666666666671,-6.66666666666671,6.66666666666671,1,0.9666666666666667,1.4110819813755036,0.96,0.79505028613893,0.7971124004504346
59,0.9833333333333333,49,0.98,-0.0033333333333332993,-3.3333333333332993,3.3333333333332993,1,0.9833333333333333,1.4262067631165047,0.98,0.9206327639002131,0.9180363154078077
60,1.0,50,1.0,0.0,0.0,0.0,1,1.0,1.4377641290737884,1.0,1.0010565162951535,0.9962157716032711
61,1.0166666666666666,51,1.02,0.0033333333333334103,3.3333333333334103,3.3333333333334103,1,1.0166666666666666,1.4455718126821722,1.02,1.0134772839568178,1.010881246018364
62,1.0333333333333332,52,1.04,0.006666666666666821,6.666666666666821,6.666666666666821,2,1.0333333333333332,1.449506682107068,1.04,0.9786320796255624,0.9806777157580846
63,1.05,52,1.04,-0.010000000000000009,-10.000000000000009,10.000000000000009,2,1.05,1.449506682107068,1.04,0.9786320796255624,0.9806777157580846
64,1.0666666666666667,53,1.06,-0.006666666666666599,-6.666666666666599,6.666666666666599,1,1.0666666666666667,1.4455718126821722,1.06,0.9408556906309273,0.9456417061777618
65,1.0833333333333333,54,1.08,-0.0033333333333331883,-3.3333333333331883,3.3333333333331883,1,1.0833333333333333,1.4377641290737884,1.08,0.9266505895299417,0.9297597012932071
66,1.1,55,1.1,0.0,0.0,0.0,1,1.1,1.4262067631165047,1.1,0.9202779021847669,0.9188536118825505
67,1.1166666666666667,56,1.12,0.0033333333333334103,3.3333333333334103,3.3333333333334103,1,1.1166666666666667,1.4110819813755038,1.12,0.8790250572522441,0.8743632432504602
68,1.1333333333333333,57,1.1400000000000001,0.006666666666666821,6.666666666666821,6.666666666666821,2,1.1333333333333333,1.3926283106939474,1.1400000000000001,0.7739615487292446,0.7703003765516778
69,1.15,57,1.1400000000000001,-0.009999999999999787,-9.999999999999787,9.999999999999787,2,1.15,1.3711367764821725,1.1400000000000001,0.7739615487292446,0.7703003765516778
70,1.1666666666666667,58,1.16,-0.006666666666666821,-6.666666666666821,6.666666666666821,1,1.1666666666666667,1.3469463130731183,1.16,0.6183222955614152,0.6190300214612803
71,1.1833333333333333,59,1.18,-0.0033333333333334103,-3.3333333333334103,3.3333333333334103,1,1.1833333333333333,1.320438418525429,1.18,0.45713437734134943,0.4617164165722568
72,1.2,60,1.2,0.0,0.0,0.0,1,1.2,1.2920311381711695,1.2,0.3276737029659305,0.33209972401866017
73,1.2166666666666666,61,1.22,0.0033333333333334103,3.3333333333334103,3.3333333333334103,1,1.2166666666666666,1.2621724717912137,1.22,0.22741028692584728,0.22744018521180012
74,1.2333333333333334,62,1.24,0.006666666666666599,6.666666666666599,6.666666666666599,2,1.2333333333333334,1.231333308391076,1.24,0.11914213953012692,0.11414184378704335
75,1.25,62,1.24,-0.010000000000000009,-10.000000000000009,10.000000000000009,2,1.25,1.2,1.24,0.11914213953012692,0.11414184378704335
76,1.2666666666666666,63,1.26,-0.006666666666666599,-6.666666666666599,6.666666666666599,1,1.2666666666666666,1.1686666916089241,1.26,-0.03151147152573967,-0.037207218310870815
77,1.2833333333333332,64,1.28,-0.0033333333333331883,-3.3333333333331883,3.3333333333331883,1,1.2833333333333332,1.1378275282087866,1.28,-0.22113123497291542,-0.2212344460947282
78,1.3,65,1.3,0.0,0.0,0.0,1,1.3,1.1079688618288306,1.3,-0.40857540240342455,-0.4013733796538583
79,1.3166666666666667,66,1.32,0.0033333333333334103,3.3333333333334103,3.3333333333334103,1,1.3166666666666667,1.0795615814745712,1.32,-0.5501120259301737,-0.5429167434776841
80,1.3333333333333333,67,1.34,0.006666666666666821,6.666666666666821,6.666666666666821,2,1.3333333333333333,1.0530536869268818,1.34,-0.6370604270199867,-0.6406739431827586
81,1.35,67,1.34,-0.010000000000000009,-10.000000000000009,10.000000000000009,2,1.35,1.0288632235178277,1.34,-0.6370604270199867,-0.6406739431827586
82,1.3666666666666667,68,1.36,-0.006666666666666599,-6.666666666666599,6.666666666666599,1,1.3666666666666667,1.0073716893060527,1.36,-0.7010646859871027,-0.7142303448461597
83,1.3833333333333333,69,1.3800000000000001,-0.0033333333333331883,-3.3333333333331883,3.3333333333331883,1,1.3833333333333333,0.9889180186244964,1.3800000000000001,-0.7821667411393816,-0.782257174074017
84,1.4,70,1.4000000000000001,2.220446049250313e-16,2.220446049250313e-13,2.220446049250313e-13,1,1.4,0.9737932368834952,1.4000000000000001,,
85,1.4166666666666667,71,1.42,0.0033333333333331883,3.3333333333331883,3.3333333333331883,1,1.4166666666666667,0.9622358709262115,1.42,,
86,1.4333333333333333,72,1.44,0.006666666666666599,6.666666666666599,6.666666666666599,2,1.4333333333333333,0.9544281873178279,1.44,,
87,1.45,72,1.44,-0.010000000000000009,-10.000000000000009,10.000000000000009,2,1.45,0.950493317892932,1.44,,
88,1.4666666666666666,73,1.46,-0.006666666666666599,-6.666666666666599,6.666666666666599,1,1.4666666666666666,0.950493317892932,1.46,-1.02121000878207,-1.0211877018043594
89,1.4833333333333334,74,1.48,-0.0033333333333334103,-3.3333333333334103,3.3333333333334103,1,1.4833333333333334,0.9544281873178277,1.48,-0.959894604458918,-0.9535216822752539
90,1.5,75,1.5,0.0,0.0,0.0,1,1.5,0.9622358709262115,1.5,-0.9010565162951537,-0.9038771240255236
91,1.5166666666666666,76,1.52,0.0033333333333334103,3.3333333333334103,3.3333333333334103,1,1.5166666666666666,0.973793236883495,1.52,-0.867050084402314,-0.8730128207160911
92,1.5333333333333332,77,1.54,0.006666666666666821,6.666666666666821,6.666666666666821,2,1.5333333333333332,0.9889180186244959,1.54,-0.8376282152954373,-0.8378731399605377
93,1.55,77,1.54,-0.010000000000000009,-10.000000000000009,10.000000000000009,2,1.55,1.0073716893060525,1.54,-0.8376282152954373,-0.8378731399605377
94,1.5666666666666667,78,1.56,-0.006666666666666599,-6.666666666666599,6.666666666666599,1,1.5666666666666667,1.0288632235178279,1.56,-0.7699147599536309,-0.7645208321381387
95,1.5833333333333333,79,1.58,-0.0033333333333331883,-3.3333333333331883,3.3333333333331883,1,1.5833333333333333,1.0530536869268816,1.58,-0.6398014971820403,-0.6353591964273145
96,1.6,80,1.6,0.0,0.0,0.0,1,1.6,1.0795615814745712,1.6,-0.46630282438296755,-0.4674620288601906
97,1.6166666666666667,81,1.62,0.0033333333333334103,3.3333333333334103,3.3333333333334103,1,1.6166666666666667,1.1079688618288304,1.62,-0.29621376511808534,-0.3013892697581543
98,1.6333333333333333,82,1.6400000000000001,0.006666666666666821,6.666666666666821,6.666666666666821,2,1.6333333333333333,1.137827528208786,1.6400000000000001,-0.16326154914333682,-0.16717292227243594
99,1.65,82,1.6400000000000001,-0.009999999999999787,-9.999999999999787,9.999999999999787,2,1.65,1.1686666916089234,1.6400000000000001,-0.16326154914333682,-0.16717292227243594
100,1.6666666666666667,83,1.6600000000000001,-0.006666666666666599,-6.666666666666599,6.666666666666599,1,1.6666666666666667,1.1999999999999997,1.6600000000000001,-0.05961338390905532,-0.05865195416373259
101,1.6833333333333333,84,1.68,-0.0033333333333334103,-3.3333333333334103,3.3333333333334103,1,1.6833333333333333,1.2313333083910758,1.68,0.053872890556801126,0.05858235403781091
102,1.7,85,1.7,0.0,0.0,0.0,1,1.7,1.2621724717912137,1.7,0.2082390374461072,0.21222973168380171
103,1.7166666666666666,86,1.72,0.0033333333333334103,3.3333333333334103,3.3333333333334103,1,1.7166666666666666,1.2920311381711693,1.72,0.39451319281366704,0.3941457171563857
104,1.7333333333333334,87,1.74,0.006666666666666599,6.666666666666599,6.666666666666599,2,1.7333333333333334,1.3204384185254288,1.74,0.5689899639634879,0.5646792745615645
105,1.75,87,1.74,-0.010000000000000009,-10.000000000000009,10.000000000000009,2,1.75,1.346946313073118,1.74,0.5689899639634879,0.5646792745615645
106,1.7666666666666666,88,1.76,-0.006666666666666599,-6.666666666666599,6.666666666666599,1,1.7666666666666666,1.3711367764821718,1.76,0.6908712955716377,0.6866221733402647
107,1.7833333333333332,89,1.78,-0.0033333333333331883,-3.3333333333331883,3.3333333333331883,1,1.7833333333333332,1.392628310693947,1.78,0.7573909067125691,0.7571149263836869
108,1.8,90,1.8,0.0,0.0,0.0,1,1.8,1.4110819813755036,1.8,0.8038770757832674,0.8078140595475205
109,1.8166666666666667,91,1.82,0.0033333333333334103,3.3333333333334103,3.3333333333334103,1,1.8166666666666667,1.4262067631165047,1.82,0.8687523483265053,0.8732554052278132
110,1.8333333333333333,92,1.84,0.006666666666666821,6.666666666666821,6.666666666666821,2,1.8333333333333333,1.4377641290737884,1.84,0.9560125731039876,0.9569125575181341
111,1.8499999999999999,92,1.84,-0.009999999999999787,-9.999999999999787,9.999999999999787,2,1.8499999999999999,1.4455718126821722,1.84,0.9560125731039876,0.9569125575181341
112,1.8666666666666667,93,1.86,-0.006666666666666599,-6.666666666666599,6.666666666666599,1,1.8666666666666667,1.449506682107068,1.86,1.030059741891079,1.0265225152164055
113,1.8833333333333333,94,1.8800000000000001,-0.0033333333333331883,-3.3333333333331883,3.3333333333331883,1,1.8833333333333333,1.449506682107068,1.8800000000000001,1.0477186306970208,1.0430233214462037
114,1.9,95,1.9000000000000001,2.220446049250313e-16,2.220446049250313e-13,2.220446049250313e-13,1,1.9,1.4455718126821722,1.9000000000000001,0.9977381004474362,0.9962408322379923
115,1.9166666666666667,96,1.92,0.0033333333333331883,3.3333333333331883,3.3333333333331883,1,1.9166666666666667,1.4377641290737884,1.92,0.9111193364054305,0.9142109997278385
116,1.9333333333333333,97,1.94,0.006666666666666599,6.666666666666599,6.666666666666599,2,1.9333333333333333,1.426206763116505,1.94,0.8326854913692299,0.8374976330308229
117,1.95,97,1.94,-0.010000000000000009,-10.000000000000009,10.000000000000009,2,1.95,1.4110819813755038,1.94,0.8326854913692299,0.8374976330308229
118,1.9666666666666666,98,1.96,-0.006666666666666599,-6.666666666666599,6.666666666666599,1,1.9666666666666666,1.3926283106939474,1.96,0.7802780202926235,0.7823436335063014
119,1.9833333333333334,99,1.98,-0.0033333333333334103,-3.3333333333334103,3.3333333333334103,1,1.9833333333333334,1.371136776482172,1.98,0.7294413095477992,0.7268421437145269
120,2.0,100,2.0,0.0,0.0,0.0,1,2.0,1.3469463130731183,2.0,0.6377852522924736,0.6329337788863786
121,2.0166666666666666,101,2.02,0.0033333333333334103,3.3333333333334103,3.3333333333334103,1,2.0166666666666666,1.320438418525429,2.02,0.48637120037043907,0.48377135447783903
122,2.033333333333333,102,2.04,0.006666666666666821,6.666666666666821,6.666666666666821,2,2.033333333333333,1.29203113817117,2.04,0.29965464522895574,0.3017202295637027
123,2.05,102,2.04,-0.009999999999999787,-9.999999999999787,9.999999999999787,2,2.05,1.2621724717912144,2.04,0.29965464522895574,0.3017202295637027
124,2.0666666666666664,103,2.06,-0.0066666666666663765,-6.6666666666663765,6.6666666666663765,1,2.0666666666666664,1.2313333083910765,2.06,0.1254173239095525,0.13023082636788585
125,2.0833333333333335,104,2.08,-0.0033333333333334103,-3.3333333333334103,3.3333333333334103,1,2.0833333333333335,1.1999999999999997,2.08,-0.006741104044096127,-0.0036483686253023367
126,2.1,105,2.1,0.0,0.0,0.0,1,2.1,1.168666691608924,2.1,-0.10988238384555753,-0.11138161675502242
127,2.1166666666666667,106,2.12,0.0033333333333334103,3.3333333333334103,3.3333333333334103,1,2.1166666666666667,1.1378275282087864,2.12,-0.22452277746089355,-0.22922216240897647
128,2.1333333333333333,107,2.14,0.006666666666666821,6.666666666666821,6.666666666666821,2,2.1333333333333333,1.1079688618288304,2.14,-0.37792714962221463,-0.381463989823869
129,2.15,107,2.14,-0.009999999999999787,-9.999999999999787,9.999999999999787,2,2.15,1.0795615814745712,2.14,-0.37792714962221463,-0.381463989823869
130,2.1666666666666665,108,2.16,-0.0066666666666663765,-6.6666666666663765,6.6666666666663765,1,2.1666666666666665,1.0530536869268818,2.16,-0.5557634124635548,-0.5548542764517347
131,2.183333333333333,109,2.18,-0.0033333333333329662,-3.333333333332966,3.333333333332966,1,2.183333333333333,1.028863223517828,2.18,-0.7125006917286644,-0.7079895759067638
132,2.2,110,2.2,0.0,0.0,0.0,1,2.2,1.0073716893060525,2.2,-0.8109640924945373,-0.8070388776445168
133,2.216666666666667,111,2.22,0.0033333333333334103,3.3333333333334103,3.3333333333334103,1,2.216666666666667,0.9889180186244961,2.22,-0.854387130217186,-0.8546917679488111
134,2.2333333333333334,112,2.24,0.006666666666666821,6.666666666666821,6.666666666666821,2,2.2333333333333334,0.9737932368834951,2.24,-0.8812618728322648,-0.8855135407005584
135,2.25,112,2.24,-0.009999999999999787,-9.999999999999787,9.999999999999787,2,2.25,0.9622358709262115,2.24,-0.8812618728322648,-0.8855135407005584
136,2.2666666666666666,113,2.2600000000000002,-0.0066666666666663765,-6.6666666666663765,6.6666666666663765,1,2.2666666666666666,0.9544281873178279,2.2600000000000002,-0.9278163989124812,-0.9320680605766605
137,2.283333333333333,114,2.2800000000000002,-0.0033333333333329662,-3.333333333332966,3.333333333332966,1,2.283333333333333,0.9504933178929321,2.2800000000000002,-0.9929940831667068,-0.9932987052968147
138,2.3,115,2.3000000000000003,4.440892098500626e-16,4.440892098500626e-13,4.440892098500626e-13,1,2.3,0.950493317892932,2.3000000000000003,-1.0384775781470192,-1.0345523518720976
139,2.3166666666666664,116,2.32,0.0033333333333334103,3.3333333333334103,3.3333333333334103,1,2.3166666666666664,0.9544281873178276,2.32,-1.0237569478626065,-1.0192458442616708
140,2.3333333333333335,117,2.34,0.0066666666666663765,6.6666666666663765,6.6666666666663765,1,2.3333333333333335,0.9622358709262115,2.34,-0.9436980081858991,-0.9427889017586129
141,2.35,118,2.36,0.009999999999999787,9.999999999999787,9.999999999999787,2,2.35,0.973793236883495,2.36,-0.8337353232984566,-0.8372721585763938
142,2.3666666666666667,118,2.36,-0.006666666666666821,-6.666666666666821,6.666666666666821,2,2.3666666666666667,0.9889180186244959,2.36,-0.8337353232984566,-0.8372721585763938
143,2.3833333333333333,119,2.38,-0.0033333333333334103,-3.3333333333334103,3.3333333333334103,1,2.3833333333333333,1.0073716893060527,2.38,-0.7378592740801879,-0.7425585792294411
144,2.4,120,2.4,0.0,0.0,0.0,1,2.4,1.0288632235178279,2.4,-0.6690962562099411,-0.6705954070311367
145,2.4166666666666665,121,2.42,0.0033333333333334103,3.3333333333334103,3.3333333333334103,1,2.4166666666666665,1.0530536869268816,2.42,-0.5991401486141925,-0.5960474880767588
146,2.433333333333333,122,2.44,0.006666666666666821,6.666666666666821,6.666666666666821,1,2.433333333333333,1.0795615814745707,2.44,-0.48672150171665773,-0.481908231258268
147,2.45,123,2.46,0.009999999999999787,9.999999999999787,9.999999999999787,2,2.45,1.1079688618288308,2.46,-0.3183305461552886,-0.3162650094043931
148,2.466666666666667,123,2.46,-0.006666666666666821,-6.666666666666821,6.666666666666821,2,2.466666666666667,1.1378275282087864,2.46,-0.3183305461552886,-0.3162650094043931
149,2.4833333333333334,124,2.48,-0.0033333333333334103,-3.3333333333334103,3.3333333333334103,1,2.4833333333333334,1.168666691608924,2.48,-0.12343424937180916,-0.12603362607936977
150,2.5,125,2.5,0.0,0.0,0.0,1,2.5,1.1999999999999997,2.5,0.04999999999999927,0.04514910268911028
151,2.5166666666666666,126,2.52,0.0033333333333334103,3.3333333333334103,3.3333333333334103,1,2.5166666666666666,1.2313333083910756,2.52,0.17701692886970788,0.1744173344111554
152,2.533333333333333,127,2.54,0.006666666666666821,6.666666666666821,6.666666666666821,2,2.533333333333333,1.262172471791213,2.54,0.27575261699877973,0.2778165951059694
153,2.55,127,2.54,-0.009999999999999787,-9.999999999999787,9.999999999999787,2,2.55,1.2920311381711689,2.54,0.27575261699877973,0.2778165951059694
154,2.5666666666666664,128,2.56,-0.0066666666666663765,-6.6666666666663765,6.6666666666663765,1,2.5666666666666664,1.3204384185254279,2.56,0.3875100315852086,0.39232151910715707
155,2.5833333333333335,129,2.58,-0.0033333333333334103,-3.3333333333334103,3.3333333333334103,1,2.5833333333333335,1.346946313073118,2.58,0.5353977496393227,0.5384922976849259
156,2.6,130,2.6,0.0,0.0,0.0,1,2.6,1.3711367764821718,2.6,0.6999979556474347,0.6985049053550896
157,2.6166666666666667,131,2.62,0.0033333333333334103,3.3333333333334103,3.3333333333334103,1,2.6166666666666667,1.392628310693947,2.62,0.8347175901930503,0.8300202033202156
158,2.6333333333333333,132,2.64,0.006666666666666821,6.666666666666821,6.666666666666821,2,2.6333333333333333,1.4110819813755038,2.64,0.9066321860405964,0.9030839031565382
159,2.65,132,2.64,-0.009999999999999787,-9.999999999999787,9.999999999999787,2,2.65,1.4262067631165047,2.64,0.9066321860405964,0.9030839031565382
160,2.6666666666666665,133,2.66,-0.0066666666666663765,-6.6666666666663765,6.6666666666663765,1,2.6666666666666665,1.4377641290737884,2.66,0.924959876727325,0.9258535783572595
161,2.683333333333333,134,2.68,-0.0033333333333329662,-3.333333333332966,3.333333333332966,1,2.683333333333333,1.445571812682172,2.68,0.9307792992737809,0.9352999628758508
162,2.7,135,2.7,0.0,0.0,0.0,1,2.7,1.449506682107068,2.7,0.9575758787095241,0.9615434431661987
163,2.716666666666667,136,2.72,0.0033333333333334103,3.3333333333334103,3.3333333333334103,1,2.716666666666667,1.449506682107068,2.72,0.999273135119639,0.998989110158103
164,2.7333333333333334,137,2.74,0.006666666666666821,6.666666666666821,6.666666666666821,2,2.7333333333333334,1.4455718126821722,2.74,1.0154470669168674,1.0111245441000032
165,2.75,137,2.74,-0.009999999999999787,-9.999999999999787,9.999999999999787,2,2.75,1.4377641290737884,2.74,1.0154470669168674,1.0111245441000032
166,2.7666666666666666,138,2.7600000000000002,-0.0066666666666663765,-6.6666666666663765,6.6666666666663765,1,2.7666666666666666,1.426206763116505,2.7600000000000002,0.9688925408366504,0.9645277717578863
